Food Name,GI,Food Manufacturer,Product Category,Country of food production,Serving Size (g),Carbohydrate portion (g) or Average Carbohydrate portion (g),GL,Reference:,Subjects type,Time,Subjects Number,Year of test
"Lentil, Redberry, washed, brought to boil in water (1:2.5 seed:water ratio) at 500°C (~11 min), once boiling was achieved temperature reduced to 280°C and continued to boil until soft",13,"Saskatchewan Pulse Growers, Canada",Legumes,Canada,,15,2,"Ramdath, D.D., et al., Investigating the relationship between lentil carbohydrate fractions and in vivo postprandial blood glucose response by use of the natural variation in starch fractions among 20 lentil varieties. Food & Function, 2017. 8(10): p. 3783-3791.",Normal,2h,10,2017
"Lentil, Redbow, washed, brought to boil in water (1:2.5 seed:water ratio) at 500°C (~11 min), once boiling was achieved temperature reduced to 280°C and continued to boil until soft",18,"Saskatchewan Pulse Growers, Canada",Legumes,Canada,,15,3,"Ramdath, D.D., et al., Investigating the relationship between lentil carbohydrate fractions and in vivo postprandial blood glucose response by use of the natural variation in starch fractions among 20 lentil varieties. Food & Function, 2017. 8(10): p. 3783-3791.",Normal,2h,10,2017
"Lentil, Redcliff, washed, brought to boil in water (1:2.5 seed:water ratio) at 500°C (~11 min), once boiling was achieved temperature reduced to 280°C and continued to boil until soft",18,"Saskatchewan Pulse Growers, Canada",Legumes,Canada,,15,3,"Ramdath, D.D., et al., Investigating the relationship between lentil carbohydrate fractions and in vivo postprandial blood glucose response by use of the natural variation in starch fractions among 20 lentil varieties. Food & Function, 2017. 8(10): p. 3783-3791.",Normal,2h,10,2017
"Lentils, brown, canned, drained, Edgell's™ brand",42,"Simplot Australia, Australia",Legumes,Australia,,15,6,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2008
"Mung bean, fried",53,,Legumes,Australia,,15,8,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,1998
"Mung bean, germinated",25,,Legumes,Australia,,15,4,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,1998
"Mung bean, pressure cooked",42,,Legumes,Australia,,15,6,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,1998
"Broad beans, frozen, heated in microwave",63,"Logan Farm Pty Ltd, Australia",Legumes,Australia,,15,9,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2007
"Butter beans, canned, drained, Edgell's™ brand",36,"Simplot Australia, Cheltenham, Australia",Legumes,Australia,,15,5,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2003
"Cannellini beans, canned, drained, Edgell's™ brand",31,"Simplot Australia, Cheltenham, Australia",Legumes,Australia,,15,5,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2003
"Four bean mix, canned, drained, Edgell's™ brand",37,"Simplot Australia, Australia",Legumes,Australia,,15,6,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2003
"Freekeh, Lentils & Beans Superblend Fibre, dried, cooked in boiling water for 15 min",29,"Ward McKenzies Pty Ltd, Australia",Legumes,Australia,,15,4,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2016
"Lentils, Quinoa & Beans Superblend Protein, dried, cooked in boiling water for 15 min",36,"Ward McKenzies Pty Ltd, Australia",Legumes,Australia,,15,5,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2017
"Refried Pinto beans, Casa Fiesta™ brand, heated in microwave for 1.5 min",38,"Capital Foods Pty Ltd, Australia",Legumes,Australia,,15,6,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2006
Chocolate weight management bar,29,"Shaklee Corporation, Pleasanton, CA, USA",Meal Replacement & Weight Management Products,USA,,20,6,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,9,2006
Hazelnut & Apricot bar,42,"Dietworks, South Yarra, Australia",Meal Replacement & Weight Management Products,Australia,,20,8,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,1999
"L.E.A.N Fibergy™ bar, Harvest Oat",45,"Usana Inc., Salt Lake City, UT, USA",Meal Replacement & Weight Management Products,USA,,20,9,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2000
"L.E.A.N (Life long) Nutribar™, Peanut Crunch",30,"Usana Inc., Salt Lake City, UT, USA",Meal Replacement & Weight Management Products,USA,,20,6,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2000
"L.E.A.N (Life long) Nutribar™, Chocolate Crunch",32,"Usana Inc., Salt Lake City, UT, USA",Meal Replacement & Weight Management Products,USA,,20,6,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2000
Lemon weight management bar,23,"Shaklee Corporation, Pleasanton, CA, USA",Meal Replacement & Weight Management Products,USA,,20,5,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2006
Optifast® VLCD™ Berry Crunch Flavor Bar,25,"Nestlé Health Science, Australia",Meal Replacement & Weight Management Products,Australia,,20,5,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2013
Optifast® VLCD™ Cappuccino Flavor Bar,29,"Nestlé Health Science, Australia",Meal Replacement & Weight Management Products,Australia,,20,6,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2013
Optifast® VLCD™ Cereal with Cranberry Bar,30,"Nestlé Health Science, Australia",Meal Replacement & Weight Management Products,Australia,,20,6,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2018
Optifast® VLCD™ Chocolate Bar,20,"Nestlé Health Science, Australia",Meal Replacement & Weight Management Products,Australia,,20,4,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2013
Optifast® VLCD™ Chocolate Dessert,27,"Nestlé Health Science, Australia",Meal Replacement & Weight Management Products,Australia,,20,5,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2013
Optifast® VLCD™ Lemon Crème Dessert,27,"Nestlé Health Science, Australia",Meal Replacement & Weight Management Products,Australia,,20,5,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2013
Peanut Butter weight management bar,22,"Shaklee Corporation, USA",Meal Replacement & Weight Management Products,USA,,20,4,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2006
Protein Meal Replacement Cookies,43,"Bao Bei Er (Chengdu Tianyi Cuisine Nutritional Food, China",Meal Replacement & Weight Management Products,China,,20,9,"China National Research Institute of Food and Fermentation Industries GI Lab (Beijing, China), unpublished observations.",Normal,2h,12,2019
"SlimFast® bar, chocolate caramel meal replacement bar",54,"SlimFast Foods Ltd, Slough, Berks, UK",Meal Replacement & Weight Management Products,UK,,20,11,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2003
"SlimFast® bar, chocolate meal replacement bar",27,"SlimFast Foods Ltd, UK",Meal Replacement & Weight Management Products,UK,,20,5,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2003
"SlimFast® bar, Chocolate Muesli snack bar",49,"SlimFast Foods Ltd, UK",Meal Replacement & Weight Management Products,UK,,20,10,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2003
"Aussie Bodies Trim Protein Shake, Chocolate flavored",39,"Aussie Bodies Pty Ltd, Australia",Meal Replacement & Weight Management Products,Australia,,20,8,"International Diabetes Institute (Melbourne, Australia), unpublished observations, 2006-2007.",Normal,2h,10,2006-2007
"Aussie Bodies Trim Protein Shake, French Vanilla flavored",41,"Aussie Bodies Pty Ltd, Australia",Meal Replacement & Weight Management Products,Australia,,20,8,"International Diabetes Institute (Melbourne, Australia), unpublished observations, 2006-2007.",Normal,2h,10,2006-2007
Formula 1 Healthy Meal Nutritional Shake Mix: Doce de leite,22,"Herbalife International of America, Inc.",Meal Replacement & Weight Management Products,Brazil,,20,4,"INQUIS Clinical Research (formerly GI Labs Ltd.) (Toronto, Canada), unpublished observations.",Normal,2h,10,2020
Formula 1 Healthy Meal Nutritional Shake Mix: Caramel Apple,15,"Herbalife International of America, Inc.",Meal Replacement & Weight Management Products,USA,,20,3,"INQUIS Clinical Research (formerly GI Labs Ltd.) (Toronto, Canada), unpublished observations.",Normal,2h,10,2018
Formula 1 Healthy Meal Nutritional Shake Mix: Pralines & Cream,15,"Herbalife International of America, Inc.",Meal Replacement & Weight Management Products,USA,,20,3,"INQUIS Clinical Research (formerly GI Labs Ltd.) (Toronto, Canada), unpublished observations.",Normal,2h,10,2018
Formula 1 Healthy Meal Nutritional Shake Mix: Cookies and Cream (1 serve) + Protein Drink Mix: Vanilla (1/2 serve) + Prolessa Duo (1 serve),29,"Herbalife International of America, Inc.",Meal Replacement & Weight Management Products,USA,,20,6,"INQUIS Clinical Research (formerly GI Labs Ltd.) (Toronto, Canada), unpublished observations.",Normal,2h,10,2019
Formula 1 Healthy Meal Nutritional Shake Mix: Cookies and Cream (1 serve) + Protein Drink Mix: Vanilla (1 serve) + Prolessa Duo (1 serve),29,"Herbalife International of America, Inc.",Meal Replacement & Weight Management Products,USA,,20,6,"INQUIS Clinical Research (formerly GI Labs Ltd.) (Toronto, Canada), unpublished observations.",Normal,2h,10,2019
Formula 1 Healthy Meal Nutritional Shake Mix: French Vanilla (1 serve) + Protein Drink Mix: Vanilla (1/2 serve) + Prolessa Duo (1 serve),32,"Herbalife International of America, Inc.",Meal Replacement & Weight Management Products,USA,,20,6,"INQUIS Clinical Research (formerly GI Labs Ltd.) (Toronto, Canada), unpublished observations.",Normal,2h,10,2019
Formula 1 Healthy Meal Nutritional Shake Mix: French Vanilla (1 serve) + Protein Drink Mix: Vanilla (1 serve) + Prolessa Duo (1 serve),29,"Herbalife International of America, Inc.",Meal Replacement & Weight Management Products,USA,,20,6,"INQUIS Clinical Research (formerly GI Labs Ltd.) (Toronto, Canada), unpublished observations.",Normal,2h,10,2019
"Formula 1 Nutritional Shake Mix: Berry, prepared with water",21,"Herbalife Australasia Pty Ltd, Australia",Meal Replacement & Weight Management Products,Australia,,20,4,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2014
"Formula 1 Nutritional Shake Mix: Cookies n’ Cream, prepared with water",15,"Herbalife Australasia Pty Ltd, Australia",Meal Replacement & Weight Management Products,Australia,,20,3,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2014
"Formula 1 Nutritional Shake Mix: Dutch Chocolate, prepared with water",19,"Herbalife Australasia Pty Ltd, Australia",Meal Replacement & Weight Management Products,Australia,,20,4,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2014
"Formula 1 Nutritional Shake Mix: French Vanilla, prepared with water",20,"Herbalife Australasia Pty Ltd, Australia",Meal Replacement & Weight Management Products,Australia,,20,4,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,11,2014
Fruit & Vegetable cereal powder A,35,"The Fast Diet A, Ebany Biomedical Technology, Beijing, China",Meal Replacement & Weight Management Products,China,,20,7,"INQUIS Clinical Research (formerly GI Labs Ltd.) (Toronto, Canada), unpublished observations.",Normal,2h,10,2019
"Fruit & Vegetable cereal powder B (The Fast Diet A, Ebany Biomedical Technology, Beijing, China)",47,"The Fast Diet A, Ebany Biomedical Technology, Beijing, China",Meal Replacement & Weight Management Products,China,,20,9,"INQUIS Clinical Research (formerly GI Labs Ltd.) (Toronto, Canada), unpublished observations.",Normal,2h,10,2019
Herbalife24 Achieve Protein Bar: Dark Chocolate Brownie,49,"Herbalife International of America, Inc.",Meal Replacement & Weight Management Products,USA,,20,10,"INQUIS Clinical Research (formerly GI Labs Ltd.) (Toronto, Canada), unpublished observations.",Normal,2h,10,2017
Herbalife24 Achieve Protein Bar: Chocolate Chip Cookie Dough,42,"Herbalife International of America, Inc.",Meal Replacement & Weight Management Products,USA,,20,8,"INQUIS Clinical Research (formerly GI Labs Ltd.) (Toronto, Canada), unpublished observations.",Normal,2h,10,2017
"Isowhey Complete Double Chocolate meal replacement beverage powder, prepared with water",23,"FIT Bioceuticals Pty Ltd, Australia",Meal Replacement & Weight Management Products,Australia,,20,5,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2009
"Isowhey Complete Strawberries & Cream meal replacement beverage powder, prepared with water",30,"FIT Bioceuticals Pty Ltd, Australia",Meal Replacement & Weight Management Products,Australia,,20,6,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2009
"Isowhey Complete French Vanilla meal replacement beverage powder, prepared with water",30,"FIT Bioceuticals Pty Ltd, Australia",Meal Replacement & Weight Management Products,Australia,,20,6,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2009
"Juice Plus+® Complete meal replacement powder, Dutch chocolate flavor",35,,Meal Replacement & Weight Management Products,Australia,,20,7,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2004
"Juice Plus+® Complete meal replacement powder, French vanilla flavor",32,,Meal Replacement & Weight Management Products,Australia,,20,6,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2004
